City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,puerto aysen,-45.4,-72.7,14.98,54,1,1.57,CL,1712857220
366,atlantic,39.4668,-74.6663,22.41,85,100,6.69,US,1712857343
367,kirkuk,35.4681,44.3922,17.52,60,88,3.51,IQ,1712857343
368,fortaleza,-3.7227,-38.5247,31.71,87,75,4.12,BR,1712857114
369,mil'kovo,55.6078,37.7956,14.08,54,38,3.52,RU,1712857345
370,pangody,65.85,74.4859,-18.2,86,78,7.44,RU,1712857346
371,gizo,-8.103,156.8419,28.28,78,78,2.83,SB,1712857347
372,san luis de la loma,17.2706,-100.8939,29.97,56,0,4.18,MX,1712857347
373,nazyvayevsk,55.5698,71.3529,-1.68,96,68,1.56,RU,1712857348
374,napanee,44.2501,-76.9494,14.02,97,100,6.62,CA,1712857350
375,al ghayzah,16.2079,52.176,27.71,71,77,6.21,YE,1712857350
376,fort st. john,56.2499,-120.8529,4.94,56,75,4.63,CA,1712857204
377,chui,-33.6971,-53.4616,18.52,57,86,4.12,UY,1712857352
378,karratha,-20.7377,116.8463,27.1,73,0,4.02,AU,1712857352
379,emerald,-23.5333,148.1667,12.97,63,0,3.82,AU,1712857353
380,bardai,11.65,7.2333,33.62,8,56,3.88,NG,1712857354
381,palmas,-10.2128,-48.3603,25.93,94,40,1.54,BR,1712857056
382,bay city,43.5945,-83.8889,10.18,92,100,8.75,US,1712857086
383,alexander city,32.944,-85.9539,21.22,68,75,6.17,US,1712857352
384,al burayqah,30.4062,19.5739,19.06,59,100,5.66,LY,1712857357
385,alofi,-19.0595,-169.9187,20.94,100,20,0.51,NU,1712857358
386,sabang,5.8933,95.3214,29.64,71,54,6.86,ID,1712857358
387,mlangali,-9.7833,34.5167,16.37,94,61,2.11,TZ,1712857359
388,walvis bay,-22.9575,14.5053,18.53,77,0,2.57,NA,1712857360
389,coristanco,43.2,-8.75,27.5,57,78,0.81,ES,1712857361
390,hilo,19.7297,-155.09,22.57,99,100,3.6,US,1712857316
391,hammerfest,70.6634,23.6821,1.25,93,75,7.2,NO,1712857363
392,sale,34.0389,-6.8166,29.8,29,26,5.14,MA,1712857363
393,korla,41.7597,86.1469,17.99,24,39,3.22,CN,1712857364
394,broome,42.2506,-75.833,17.43,84,100,7.2,US,1712857365
395,cambria,35.5641,-121.0808,23.01,65,3,1.59,US,1712857366
396,novoagansk,61.9449,76.6625,-20.7,97,45,3.06,RU,1712857367
397,rochester,43.1548,-77.6156,19.64,75,100,4.63,US,1712857125
398,labrador city,52.9463,-66.9114,3.95,60,100,6.17,CA,1712857209
399,nadym,65.5333,72.5167,-13.91,73,99,10.09,RU,1712857369
400,ciudad lazaro cardenas,17.9583,-102.2,28.57,56,0,3.82,MX,1712857369
401,bodaybo,57.8506,114.1933,-4.61,98,90,1.16,RU,1712857370
402,homer,59.6425,-151.5483,2.94,74,100,4.02,US,1712857371
403,kayangel,8.0823,134.7173,27.76,75,31,5.74,PW,1712857371
404,keshorai patan,25.3,75.9333,29.16,33,51,3.09,IN,1712857372
405,zhezqazghan,47.7833,67.7667,4.75,54,22,6.8,KZ,1712857373
406,khorinsk,52.1657,109.7726,0.88,84,73,1.15,RU,1712857374
407,barra,-11.0894,-43.1417,32.14,46,59,2.38,BR,1712857375
408,dundaga,57.5167,22.35,6.86,93,100,7.25,LV,1712857375
409,khadan khak,30.7477,67.7085,18.35,32,90,3.88,PK,1712857376
410,gulf shores,30.246,-87.7008,21.43,75,100,8.23,US,1712857091
411,katsuren-haebaru,26.3369,127.8719,20.43,93,0,2.06,JP,1712857377
412,malasila,6.9439,125.1294,23.05,87,93,1.0,PH,1712857378
413,hadibu,12.65,54.0333,28.24,76,5,2.02,YE,1712857379
414,vladimir,56.1366,40.3966,10.64,65,37,3.13,RU,1712857379
415,geraldton,-28.7667,114.6,21.23,60,57,7.2,AU,1712857380
416,papao,-17.75,-149.55,27.82,83,57,8.68,PF,1712857381
417,riyadh,24.6877,46.7219,27.08,49,33,5.42,SA,1712857108
418,tan-tan,28.438,-11.1032,31.97,22,0,10.29,MA,1712857383
419,dharmavaram,14.4333,77.7167,29.77,50,3,6.13,IN,1712857384
420,haimen,23.1935,116.6142,19.94,89,54,1.48,CN,1712857384
421,saint-pierre,-21.3393,55.4781,26.82,74,0,1.03,RE,1712857385
422,marquette,46.5333,-87.6335,14.87,59,100,0.45,US,1712857386
423,north bend,43.4065,-124.2243,12.18,71,75,1.54,US,1712857386
424,nevada,39.2502,-116.7512,12.62,26,3,2.34,US,1712857387
425,el bayadh,33.6832,1.0193,13.14,27,2,9.9,DZ,1712857389
426,daru,-9.0763,143.2092,26.96,83,96,7.16,PG,1712857390
427,potosi,-19.5836,-65.7531,17.48,42,40,0.0,BO,1712857390
428,fale old settlement,-9.3852,-171.2468,29.16,74,74,1.93,TK,1712857391
429,vernon,50.2581,-119.2691,10.89,51,100,2.06,CA,1712857235
430,ryotsu-minato,38.0833,138.4333,11.29,60,100,1.27,JP,1712857392
431,port-vila,-17.7338,168.3219,25.0,86,36,0.77,VU,1712857393
432,bakanas,44.8081,76.2772,14.35,53,67,3.58,KZ,1712857394
433,paramonga,-10.6667,-77.8333,24.85,72,93,4.79,PE,1712857394
434,anloga,5.7947,0.8973,29.21,78,100,6.79,GH,1712857396
435,mityana,0.4175,32.0228,18.89,97,83,1.05,UG,1712857396
436,sint michiel liber,12.15,-68.9833,31.9,55,20,7.2,CW,1712857397
437,fortuna,40.5982,-124.1573,12.03,88,100,1.54,US,1712857398
438,mount isa,-20.7333,139.5,12.87,58,0,3.09,AU,1712857399
439,lemvig,56.5486,8.3102,10.67,92,55,5.76,DK,1712857399
440,sainte-rose,16.3324,-61.6979,31.02,58,29,5.66,GP,1712857401
441,dem'yanovo,60.3511,47.0842,6.83,74,28,5.54,RU,1712857401
442,tamanrasset,22.785,5.5228,29.95,7,0,5.66,DZ,1712857402
443,taltal,-25.4,-70.4833,20.4,72,52,3.67,CL,1712857221
444,mancora,-4.1078,-81.0475,27.88,67,68,3.88,PE,1712857404
445,rosarito,32.3333,-117.0333,25.29,66,0,3.57,MX,1712857118
446,forster,-32.1667,152.5167,11.83,100,65,3.79,AU,1712857405
447,alpena,45.0617,-83.4327,11.18,62,100,2.06,US,1712857133
448,khovd,48.0056,91.6419,6.49,48,40,0.98,MN,1712857406
449,bandon,51.7469,-8.7425,11.77,94,98,8.46,IE,1712857407
450,borzya,50.3833,116.5167,6.52,82,83,2.99,RU,1712857408
451,jalqani,12.4486,34.2186,34.16,8,36,4.06,SD,1712857409
452,morag,53.9171,19.926,14.31,57,100,5.19,PL,1712857409
453,carutapera,-1.195,-46.02,29.19,80,71,2.52,BR,1712857410
454,saurimo,-9.6608,20.3916,22.42,83,96,0.72,AO,1712857411
455,zhengjiatun,43.5064,123.5064,13.38,68,55,9.05,CN,1712857412
456,bouca,6.5105,18.2733,27.79,56,72,1.9,CF,1712857412
457,el triunfo,-1.9333,-79.9667,34.02,60,62,1.02,EC,1712857413
458,pemangkat,1.1667,108.9667,25.81,89,100,2.41,ID,1712857414
459,rio grande,-32.035,-52.0986,22.06,58,100,6.77,BR,1712857155
460,ghat,24.9647,10.1728,31.94,10,12,6.21,LY,1712857415
461,sabzevar,36.2126,57.6819,15.56,62,26,3.18,IR,1712857416
462,callao,-12.0667,-77.15,24.16,78,0,3.09,PE,1712857341
463,gowurdak,37.8124,66.0466,23.86,34,100,2.92,TM,1712857417
464,igrim,63.1906,64.4162,-2.36,96,100,7.72,RU,1712857418
465,tidjikja,18.5564,-11.4271,39.0,10,4,5.27,MR,1712857419
466,kolonia town,6.964,158.206,26.0,94,100,1.03,FM,1712857419
467,pasni,25.2631,63.471,26.15,79,55,3.27,PK,1712857420
468,strathalbyn,-35.2667,138.9,12.28,88,4,1.2,AU,1712857421
469,remire-montjoly,4.9167,-52.2667,31.02,74,75,6.17,GF,1712857421
470,novodvinsk,64.4165,40.8122,5.86,97,100,8.0,RU,1712857422
471,siquirres,10.0975,-83.5066,30.64,67,87,2.25,CR,1712857423
472,boguchany,58.3814,97.4531,-4.52,87,100,0.89,RU,1712857424
473,saint-leu,-21.15,55.2833,26.48,79,86,1.42,RE,1712857424
474,priozersk,61.0393,30.1291,6.67,81,86,7.26,RU,1712857425
475,kem',64.9555,34.5793,3.4,77,51,9.03,RU,1712857426
476,shakawe,-18.3667,21.85,23.15,38,79,2.27,BW,1712857426
477,bodo,67.28,14.405,4.02,70,75,4.63,NO,1712857427
478,kuala lipis,4.1842,102.0468,23.81,83,99,0.45,MY,1712857428
479,al kharijah,25.4514,30.5464,23.96,24,61,4.2,EG,1712857428
480,macau,22.2006,113.5461,25.4,94,40,2.57,MO,1712857429
481,tafuna,-14.3358,-170.72,28.97,79,75,2.06,AS,1712857430
482,al muwayh,22.4333,41.7583,27.11,12,2,5.72,SA,1712857431
483,khash,28.2211,61.2158,24.52,29,77,10.59,IR,1712857431
484,deshnoke,27.8,73.35,28.66,28,87,5.71,IN,1712857432
485,vilyuysk,63.7553,121.6247,-16.67,90,100,3.58,RU,1712857433
486,klaksvik,62.2266,-6.589,8.51,89,65,13.39,FO,1712857433
487,lompoc,34.6391,-120.4579,27.14,64,0,1.54,US,1712857434
488,cedeira,43.6797,-8.0209,19.1,86,87,4.62,ES,1712857435
489,kristiansund,63.1115,7.732,10.03,93,75,14.92,NO,1712857436
490,nuuk,64.1835,-51.7216,-1.66,86,100,2.06,GL,1712857288
491,kone,-21.0595,164.8658,22.58,90,99,1.79,NC,1712857438
492,hemsby,52.6971,1.6918,18.13,77,99,4.64,GB,1712857439
493,palikir - national government center,6.9248,158.1611,25.41,94,100,1.03,FM,1712857180
494,vitebsk,55.1905,30.2033,9.64,58,21,3.47,BY,1712857440
495,madang,-5.2246,145.7966,24.96,91,100,1.72,PG,1712857441
496,vikhorevka,56.1201,101.1636,-0.23,89,81,0.6,RU,1712857441
497,at taj,24.2049,23.2857,23.18,16,50,4.09,LY,1712857443
498,sant'ilario d'enza,44.7625,10.4481,19.91,56,0,1.54,IT,1712857444
499,city of balikpapan,-1.242,116.8942,24.87,91,100,2.27,ID,1712857445
500,vanimo,-2.6741,141.3028,25.57,91,96,1.91,PG,1712857446
501,sao joao da barra,-21.6403,-41.0511,33.05,78,0,4.23,BR,1712857446
502,vila do maio,15.1333,-23.2167,27.44,75,7,6.63,CV,1712857447
503,gasa,31.5,34.4667,18.33,81,0,2.95,PS,1712857448
504,komsomol'skiy,43.9783,46.6985,13.26,53,35,2.43,RU,1712857448
505,antofagasta,-23.65,-70.4,21.6,74,92,3.43,CL,1712857323
506,yoloten,37.2989,62.3597,24.42,26,78,5.17,TM,1712857450
507,fisterra,42.9049,-9.2629,19.86,75,91,1.82,ES,1712857450
508,laurel,39.0993,-76.8483,22.43,75,75,6.17,US,1712857313
509,san juan de miraflores,-12.1629,-76.9635,23.29,74,58,3.05,PE,1712857452
510,zakamensk,50.3741,103.2863,1.76,82,77,1.1,RU,1712857452
511,saiha,22.4833,92.9667,21.69,36,31,1.78,IN,1712857454
512,karachi,24.9056,67.0822,25.9,65,0,2.06,PK,1712857455
513,mauganj,24.6833,81.8833,28.33,37,2,6.51,IN,1712857455
514,vytegra,61.0064,36.4481,7.42,72,6,7.6,RU,1712857456
515,fada,9.5667,8.3,31.26,11,34,1.89,NG,1712857457
516,maintirano,-18.0667,44.0167,28.16,76,100,5.42,MG,1712857457
517,nema,57.5067,50.5011,10.12,87,100,5.31,RU,1712857458
518,kiama,-34.6833,150.8667,16.11,90,2,2.79,AU,1712857459
519,necochea,-38.5473,-58.7368,14.49,50,98,4.55,AR,1712857280
520,fort bragg,35.139,-79.006,24.08,76,100,6.69,US,1712857460
521,harnosand,62.6323,17.9379,5.0,99,100,3.12,SE,1712857461
522,fort riley north,39.1108,-96.8139,15.45,27,20,8.23,US,1712857356
523,lido di ostia,41.7321,12.2765,19.58,54,0,4.63,IT,1712857462
524,padang,-0.9492,100.3543,28.03,81,100,2.77,ID,1712857463
525,hanceville,34.0607,-86.7675,20.84,93,73,5.95,US,1712857463
526,carnarvon,-24.8667,113.6333,21.92,63,100,11.99,AU,1712857465
527,biloela,-24.4167,150.5,16.51,81,0,2.72,AU,1712857466
528,toliara,-23.35,43.6667,24.35,74,100,4.82,MG,1712857467
529,san agustin de valle fertil,-30.6335,-67.4682,10.56,76,100,2.18,AR,1712857468
530,kamloops,50.6665,-120.3192,9.21,54,100,6.17,CA,1712857410
531,raduzhny,62.0961,77.475,-21.96,97,40,2.59,RU,1712857469
532,nova vicosa,-17.8919,-39.3719,28.36,69,22,3.93,BR,1712857469
533,las veredas,23.1388,-109.7075,29.52,31,40,2.06,MX,1712857470
534,areia branca,-4.9561,-37.1369,33.11,71,90,3.86,BR,1712857471
535,swift current,50.2834,-107.8014,8.45,27,0,3.6,CA,1712857217
536,kiruna,67.8557,20.2251,0.51,75,20,1.03,SE,1712857472
537,hovd,48.0056,91.6419,6.49,48,40,0.98,MN,1712857473
538,tutzing,47.9094,11.2803,13.68,68,0,2.06,DE,1712857473
539,natchitoches,31.7668,-93.1335,21.47,52,0,5.14,US,1712857474
540,mission,26.2159,-98.3253,30.51,24,0,2.06,US,1712857176
541,bei'an,24.5399,109.533,22.1,95,100,0.81,CN,1712857475
542,aswan,24.0934,32.907,29.61,14,0,2.57,EG,1712857476
543,mlyniv,50.509,25.6168,14.4,65,48,2.59,UA,1712857477
544,rehoboth,-23.3167,17.0833,23.14,24,7,4.68,NA,1712857478
545,corner brook,48.9667,-57.9484,10.09,43,1,3.48,CA,1712857478
546,ishim,56.1128,69.4902,-0.54,78,40,1.79,RU,1712857479
547,nangomba,-10.9,38.5,24.56,92,100,0.93,TZ,1712857480
548,chifeng,42.2683,118.9636,18.12,43,70,7.57,CN,1712857481
549,bandikui,27.05,76.5667,28.06,26,88,0.5,IN,1712857482
550,quva,40.522,72.0729,17.62,33,99,1.7,UZ,1712857482
551,naliya,23.2667,68.8333,25.69,79,8,5.21,IN,1712857483
552,sao tome,0.3365,6.7273,26.77,81,100,3.96,ST,1712857484
553,muncar,-8.4333,114.3333,23.27,93,100,1.53,ID,1712857485
554,kachug,53.9606,105.8817,-1.13,91,97,1.57,RU,1712857485
555,burang,30.25,81.1667,-6.81,94,60,1.19,CN,1712857486
556,smidovich,48.6,133.8167,8.38,70,59,1.23,RU,1712857486
557,clifton,40.8584,-74.1638,17.87,77,100,4.12,US,1712857443
558,sidrolandia,-20.9319,-54.9614,27.66,72,95,2.19,BR,1712857488
559,mossel bay,-34.1831,22.146,13.96,74,0,3.85,ZA,1712857489
560,kourou,5.1552,-52.6478,31.03,74,66,3.45,GF,1712857489
561,angaur state,6.906,134.13,28.19,73,39,5.69,PW,1712857490
562,nanning,22.8167,108.3167,24.25,92,90,3.81,CN,1712857491
563,birobidzhan,48.8,132.95,7.68,66,92,2.09,RU,1712857491
564,zhigalovo,54.8097,105.1578,-1.94,97,96,0.69,RU,1712857492
565,jaleshwar,26.6471,85.8008,27.48,17,0,1.76,NP,1712857493
566,woolgoolga,-30.1106,153.2007,18.93,79,17,5.45,AU,1712857493
567,sal rei,16.1833,-22.9167,24.11,64,20,4.12,CV,1712857494
568,nuku'alofa,-21.1333,-175.2,24.19,94,40,0.51,TO,1712857425
569,port lincoln,-34.7333,135.8667,13.74,75,13,2.73,AU,1712857497
570,enewetak,11.3474,162.3373,26.84,80,84,10.54,MH,1712857497
571,yanqul,23.5905,56.5501,30.79,31,47,2.86,OM,1712857498
572,ankazoabo,-22.2833,44.5167,20.93,82,99,3.83,MG,1712857499
573,lucas,41.6501,-83.6666,16.16,93,100,2.06,US,1712857499
574,bainbridge,47.6262,-122.5212,13.33,71,0,2.68,US,1712857330
575,kamaishi,39.2667,141.8833,9.12,88,100,2.66,JP,1712857501
576,lerwick,60.1545,-1.1494,10.0,83,49,8.02,GB,1712857502
577,santa cruz,-17.8,-63.1667,27.7,73,75,7.2,BO,1712857502
578,quzhou,28.9594,118.8686,17.39,98,96,0.54,CN,1712857503
579,yerkoy,39.6381,34.4672,14.02,69,55,3.02,TR,1712857504
580,syktyvkar,61.6764,50.8099,7.85,66,40,8.05,RU,1712857505
581,ulladulla,-35.35,150.4667,10.43,82,61,2.08,AU,1712857505
582,loiza,18.4313,-65.8802,30.0,71,40,8.75,PR,1712857507
583,ponta delgada,37.7333,-25.6667,18.44,77,20,2.57,PT,1712857508
584,puerto santa,-8.9906,-78.6456,24.58,74,71,4.17,PE,1712857508
585,north liberty,41.7492,-91.598,17.65,50,75,9.26,US,1712857509
586,oranjemund,-28.55,16.4333,25.76,34,1,6.7,NA,1712857510
587,zuni pueblo,35.0725,-108.8506,15.35,18,3,0.52,US,1712857511
